Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,data_as_of,data_loaded_at,Analysis Neighborhoods
172840367,E38,17119453,Electrical Hazard,10/11/2017,10/10/2017,10/11/2017 05:50:28 AM,10/11/2017 05:51:23 AM,10/11/2017 05:52:06 AM,10/11/2017 05:53:47 AM,10/11/2017 05:55:25 AM,,,Fire,10/11/2017 06:18:05 AM,PIERCE ST/CALIFORNIA ST,San Francisco,94115.0,B04,38.0,3616.0,3,3,3,True,Alarm,1,ENGINE,1.0,4.0,2.0,Pacific Heights,172840367-E38,POINT (-122.437126 37.788486),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30.0
2740272,E42,82357,Medical Incident,09/30/2000,09/30/2000,09/30/2000 07:18:19 PM,09/30/2000 07:20:16 PM,09/30/2000 07:20:27 PM,09/30/2000 07:21:24 PM,09/30/2000 07:22:09 PM,,,Other,09/30/2000 07:40:34 PM,SAN BRUNO AVE/BURROWS ST,SF,94134.0,B10,42,6337,3,3,3,False,,1,ENGINE,1.0,10.0,9.0,Portola,002740272-E42,POINT (-122.4041 37.728836),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,25.0
203600814,T03,20147375,Alarms,12/25/2020,12/25/2020,12/25/2020 11:02:51 AM,12/25/2020 11:05:00 AM,12/25/2020 11:05:16 AM,12/25/2020 11:06:20 AM,12/25/2020 11:06:39 AM,,,Fire,12/25/2020 11:14:35 AM,POLK ST/POST ST,San Francisco,94109.0,B04,3.0,1641.0,3,3,3,False,Alarm,1,TRUCK,2.0,4.0,3.0,Tenderloin,203600814-T03,POINT (-122.41993 37.786827),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
102780379,T16,10088542,Alarms,10/05/2010,10/05/2010,10/05/2010 10:14:41 PM,10/05/2010 10:15:23 PM,10/05/2010 10:15:46 PM,10/05/2010 10:17:08 PM,10/05/2010 10:20:45 PM,,,Other,10/05/2010 10:44:00 PM,KEYES AVE/CANBY ST,PR,94129.0,B99,51,4626,3,3,3,False,,1,TRUCK,2.0,7.0,2.0,Presidio,102780379-T16,POINT (-122.45637 37.800186),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,27.0
170202914,E33,17009094,Medical Incident,01/20/2017,01/20/2017,01/20/2017 07:38:11 PM,01/20/2017 07:43:20 PM,01/20/2017 07:43:35 PM,01/20/2017 07:44:09 PM,01/20/2017 07:47:16 PM,,,Against Medical Advice,01/20/2017 08:15:27 PM,CAMBON DR/FONT BLVD,San Francisco,94132.0,B08,33.0,8422,3,3,3,True,Potentially Life-Threatening,1,ENGINE,1.0,8.0,7.0,Lakeshore,170202914-E33,POINT (-122.47445 37.715897),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,16.0
201752879,T12,20072557,Medical Incident,06/23/2020,06/23/2020,06/23/2020 08:07:31 PM,06/23/2020 08:07:31 PM,06/23/2020 08:07:56 PM,06/23/2020 08:09:24 PM,,,,Patient Declined Transport,06/23/2020 08:11:18 PM,TWIN PEAKS BLVD/CARMEL ST/CLAYTON ST,San Francisco,94114.0,B05,24.0,5265,B,3,3,False,Potentially Life-Threatening,1,TRUCK,2.0,5.0,8.0,Castro/Upper Market,201752879-T12,POINT (-122.446434 37.761005),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14.0
190322507,91,19013384,Medical Incident,02/01/2019,02/01/2019,02/01/2019 03:40:45 PM,02/01/2019 03:40:45 PM,02/01/2019 03:41:02 PM,02/01/2019 03:41:10 PM,02/01/2019 03:45:34 PM,02/01/2019 04:08:35 PM,02/01/2019 04:28:49 PM,Code 2 Transport,02/01/2019 05:02:45 PM,18TH ST/CAPP ST,San Francisco,94110.0,B02,7,5423,B,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,6.0,9.0,Mission,190322507-91,POINT (-122.418274 37.7619),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
241062844,M577,24053069,Medical Incident,04/15/2024,04/15/2024,04/15/2024 07:40:15 PM,04/15/2024 07:40:15 PM,04/15/2024 07:40:46 PM,04/15/2024 07:40:50 PM,04/15/2024 07:45:56 PM,,,Other,04/15/2024 08:28:20 PM,ARCO WAY/HAVELOCK ST,San Francisco,94112.0,B09,15,8276,A,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,9.0,11.0,Outer Mission,241062844-M577,POINT (-122.44425 37.726738),04/16/2024 03:29:59 AM,04/16/2024 04:18:33 AM,28.0
161202461,E44,16047643,Medical Incident,04/29/2016,04/29/2016,04/29/2016 03:42:32 PM,04/29/2016 03:42:49 PM,04/29/2016 03:43:27 PM,04/29/2016 03:44:53 PM,04/29/2016 03:49:15 PM,,,Code 2 Transport,04/29/2016 03:59:43 PM,THOMAS MELLON DR/EXECUTIVE PARK BLVD/SANDPIPER COVE WAY,San Francisco,94134.0,B10,44.0,6275.0,3,3,3,True,Potentially Life-Threatening,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,161202461-E44,POINT (-122.39261 37.711273),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
192874067,T05,19123892,Citizen Assist / Service Call,10/14/2019,10/14/2019,10/14/2019 11:35:06 PM,10/14/2019 11:37:17 PM,10/14/2019 11:37:28 PM,10/14/2019 11:38:48 PM,10/14/2019 11:41:37 PM,,,Fire,10/14/2019 11:47:36 PM,FULTON ST/GOUGH ST,San Francisco,94102.0,B02,36.0,3264.0,3,3,3,False,Alarm,1,TRUCK,1.0,2.0,5.0,Hayes Valley,192874067-T05,POINT (-122.423355 37.778748),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39.0
103430351,E11,10109990,Vehicle Fire,12/09/2010,12/09/2010,12/09/2010 06:44:49 PM,12/09/2010 06:47:04 PM,12/09/2010 06:47:57 PM,,12/09/2010 06:50:29 PM,,,Other,12/09/2010 06:53:23 PM,29TH ST/NOE ST,SF,94131.0,B06,11,5561,3,3,3,True,,1,ENGINE,1.0,6.0,8.0,Noe Valley,103430351-E11,POINT (-122.4311 37.74343),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22.0
173211342,E21,17134873,Smoke Investigation (Outside),11/17/2017,11/17/2017,11/17/2017 11:06:04 AM,11/17/2017 11:08:08 AM,11/17/2017 11:08:18 AM,11/17/2017 11:09:01 AM,11/17/2017 11:11:55 AM,,,Fire,11/17/2017 11:14:54 AM,FULTON ST/DIVISADERO ST,San Francisco,94117.0,B05,21.0,4151.0,3,3,3,True,Alarm,1,ENGINE,1.0,5.0,5.0,Hayes Valley,173211342-E21,POINT (-122.43818 37.776855),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,9.0
140730350,T02,14024787,Structure Fire / Smoke in Building,03/14/2014,03/14/2014,03/14/2014 07:39:59 PM,03/14/2014 07:40:00 PM,03/14/2014 07:40:36 PM,03/14/2014 07:42:14 PM,,,,Fire,03/14/2014 07:43:12 PM,JACKSON ST/GRANT AVE,SAN FRANCISCO,94133.0,B01,2.0,1312,3,3,3,False,Alarm,1,TRUCK,2.0,1.0,3.0,Chinatown,140730350-T02,POINT (-122.406654 37.796024),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,6.0
70670207,M11,7019591,Medical Incident,03/08/2007,03/08/2007,03/08/2007 12:52:08 PM,03/08/2007 12:53:06 PM,03/08/2007 12:53:58 PM,03/08/2007 12:56:08 PM,03/08/2007 12:57:34 PM,03/08/2007 01:08:39 PM,03/08/2007 01:16:39 PM,Code 2 Transport,03/08/2007 01:45:19 PM,CASTRO ST/24TH ST,SF,94114.0,B06,24,5521,3,3,3,True,,1,MEDIC,2.0,6.0,8.0,Noe Valley,070670207-M11,POINT (-122.43409 37.751305),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22.0
160472037,T11,16018946,Outside Fire,02/16/2016,02/16/2016,02/16/2016 01:57:00 PM,02/16/2016 02:02:05 PM,02/16/2016 02:02:23 PM,02/16/2016 02:05:02 PM,02/16/2016 02:12:36 PM,,,Fire,02/16/2016 03:01:27 PM,TURQUOISE WAY/QUARTZ WAY,San Francisco,94131.0,B06,26.0,8165.0,3,3,3,False,Fire,1,TRUCK,2.0,6.0,8.0,Glen Park,160472037-T11,POINT (-122.446335 37.74546),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22.0
12680234,M09,1082102,Medical Incident,09/25/2001,09/25/2001,09/25/2001 01:12:54 PM,09/25/2001 01:13:38 PM,09/25/2001 01:13:45 PM,09/25/2001 01:14:51 PM,09/25/2001 01:16:55 PM,09/25/2001 01:48:11 PM,09/25/2001 01:48:37 PM,Other,09/25/2001 01:51:23 PM,25TH ST/YORK ST,SF,94110.0,B06,9,5532,E,E,3,True,,1,MEDIC,1.0,6.0,9.0,Mission,012680234-M09,POINT (-122.408035 37.751255),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
211870091,E38,21079920,Medical Incident,07/06/2021,07/05/2021,07/06/2021 01:00:25 AM,07/06/2021 01:02:15 AM,07/06/2021 01:02:31 AM,07/06/2021 01:04:20 AM,07/06/2021 01:06:49 AM,,,Code 2 Transport,07/06/2021 01:21:42 AM,SUTTER ST/FILLMORE ST,San Francisco,94115.0,B04,38.0,3542,3,3,3,True,Potentially Life-Threatening,1,ENGINE,1.0,4.0,5.0,Pacific Heights,211870091-E38,POINT (-122.43327 37.786087),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30.0
11610020,M01,1049664,Other,06/10/2001,06/09/2001,06/10/2001 01:42:13 AM,06/10/2001 01:45:45 AM,06/10/2001 01:46:33 AM,06/10/2001 01:48:04 AM,,,,Other,06/10/2001 01:57:32 AM,GATEVIEW AVE/NORTHPOINT DR,TI,94130.0,B03,48,2931.0,3,3,3,True,,1,MEDIC,4.0,,6.0,Treasure Island,011610020-M01,POINT (-122.37318 37.829617),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,37.0
122340304,89,12077706,Medical Incident,08/21/2012,08/21/2012,08/21/2012 10:15:07 PM,08/21/2012 10:15:07 PM,08/21/2012 10:15:30 PM,08/21/2012 10:15:46 PM,,,,Other,08/21/2012 10:23:05 PM,EXETER ST/SALINAS AVE,SF,94124.0,B10,44,6542,2,2,2,True,Potentially Life-Threatening,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,122340304-89,POINT (-122.39901 37.721302),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
193393492,60,19146519,Medical Incident,12/05/2019,12/05/2019,12/05/2019 06:12:10 PM,12/05/2019 06:13:12 PM,12/05/2019 06:13:21 PM,12/05/2019 06:13:27 PM,12/05/2019 06:20:38 PM,12/05/2019 06:43:57 PM,12/05/2019 07:04:30 PM,Code 2 Transport,12/05/2019 07:37:38 PM,POLK ST/BROADWAY,San Francisco,94109.0,B04,41,3125,3,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,4.0,3.0,Russian Hill,193393492-60,POINT (-122.42177 37.795944),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,32.0
143083909,RC3,14109196,Medical Incident,11/04/2014,11/04/2014,11/04/2014 11:28:18 PM,11/04/2014 11:28:56 PM,11/04/2014 11:30:08 PM,11/04/2014 11:31:43 PM,11/04/2014 11:41:57 PM,,,Code 2 Transport,11/05/2014 12:14:50 AM,BROOKDALE AVE/SANTOS ST,San Francisco,94134.0,B09,43,6243,3,E,3,True,Potentially Life-Threatening,1,RESCUE CAPTAIN,3.0,9.0,10.0,Visitacion Valley,143083909-RC3,POINT (-122.41876 37.711933),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,40.0
40750313,M14,4021588,Medical Incident,03/15/2004,03/15/2004,03/15/2004 07:27:25 PM,03/15/2004 07:31:45 PM,03/15/2004 07:32:07 PM,03/15/2004 07:34:17 PM,03/15/2004 07:47:22 PM,,,Other,03/15/2004 07:47:30 PM,05TH AVE/CALIFORNIA ST,SF,94118.0,B07,31,7125,3,3,3,True,,1,MEDIC,2.0,7.0,1.0,Inner Richmond,040750313-M14,POINT (-122.4635 37.78513),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,11.0
171513015,E15,17064056,Medical Incident,05/31/2017,05/31/2017,05/31/2017 05:15:25 PM,05/31/2017 05:15:35 PM,05/31/2017 05:16:22 PM,05/31/2017 05:17:30 PM,05/31/2017 05:20:03 PM,,,SFPD,05/31/2017 05:26:27 PM,GENEVA AVE/CAYUGA AVE,San Francisco,94112.0,B09,15,8332,3,3,3,True,Potentially Life-Threatening,1,ENGINE,1.0,9.0,11.0,Outer Mission,171513015-E15,POINT (-122.443695 37.71893),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,28.0
211782798,63,21076399,Medical Incident,06/27/2021,06/27/2021,06/27/2021 06:55:12 PM,06/27/2021 06:57:47 PM,06/27/2021 06:58:15 PM,06/27/2021 06:58:20 PM,06/27/2021 07:12:18 PM,,,Patient Declined Transport,06/27/2021 07:51:59 PM,TURK ST/TAYLOR ST,San Francisco,94102.0,B03,3.0,1453,2,2,2,True,Non Life-threatening,1,MEDIC,2.0,3.0,6.0,Tenderloin,211782798-63,POINT (-122.41077 37.783215),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
203572976,76,20146380,Medical Incident,12/22/2020,12/22/2020,12/22/2020 10:36:38 PM,12/22/2020 10:38:40 PM,12/22/2020 10:39:00 PM,12/22/2020 10:39:06 PM,12/22/2020 10:47:46 PM,12/22/2020 10:59:41 PM,12/22/2020 11:08:45 PM,Code 2 Transport,12/22/2020 11:49:12 PM,WALLER ST/BELVEDERE ST,San Francisco,94117.0,B05,12.0,4532.0,2,2,2,True,Non Life-threatening,1,MEDIC,1.0,5.0,5.0,Haight Ashbury,203572976-76,POINT (-122.449455 37.76873),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,3.0
10860158,M38,1026206,Medical Incident,03/27/2001,03/27/2001,03/27/2001 11:18:04 AM,03/27/2001 11:18:38 AM,03/27/2001 11:18:48 AM,03/27/2001 11:21:39 AM,03/27/2001 11:23:08 AM,03/27/2001 11:44:17 AM,03/27/2001 12:16:56 PM,Other,03/27/2001 12:34:53 PM,STEINER ST/OFARRELL ST,SF,94115.0,B04,5,3623,3,3,3,True,,1,MEDIC,2.0,4.0,5.0,Western Addition,010860158-M38,POINT (-122.43435 37.783085),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39.0
3440249,RS2,102804,Structure Fire / Smoke in Building,12/09/2000,12/09/2000,12/09/2000 01:42:50 PM,12/09/2000 01:43:54 PM,12/09/2000 01:44:08 PM,12/09/2000 01:44:53 PM,,,,Other,12/09/2000 01:47:49 PM,14TH ST/DOLORES ST,SF,94103.0,B02,6,5127,3,3,3,False,,1,RESCUE SQUAD,9.0,2.0,8.0,Castro/Upper Market,003440249-RS2,POINT (-122.4267 37.767868),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5.0
231712938,AM217,23082395,Medical Incident,06/20/2023,06/20/2023,06/20/2023 07:19:58 PM,06/20/2023 07:21:34 PM,06/20/2023 07:22:21 PM,06/20/2023 07:23:10 PM,06/20/2023 07:45:19 PM,06/20/2023 08:11:18 PM,06/20/2023 08:31:14 PM,Code 2 Transport,06/20/2023 09:29:00 PM,PINE ST/DIVISADERO ST,San Francisco,94115.0,B04,10,4156,2,2,2,False,Non Life-threatening,1,BLS,1.0,4.0,2.0,Pacific Heights,231712938-AM217,POINT (-122.44025 37.787113),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30.0
52740241,T15,5073531,Alarms,10/01/2005,10/01/2005,10/01/2005 04:35:31 PM,10/01/2005 04:35:51 PM,10/01/2005 04:36:00 PM,10/01/2005 04:37:01 PM,10/01/2005 04:41:46 PM,,,Other,10/01/2005 05:11:02 PM,MISSION ST/OLIVER ST,SF,94112.0,B09,33,6212,3,3,3,False,,1,TRUCK,2.0,9.0,11.0,Outer Mission,052740241-T15,POINT (-122.4505 37.709545),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,28.0
141742822,E13,14060146,Medical Incident,06/23/2014,06/23/2014,06/23/2014 07:17:05 PM,06/23/2014 07:17:50 PM,06/23/2014 07:19:12 PM,06/23/2014 07:19:57 PM,,,,Cancelled,06/23/2014 07:20:13 PM,CALIFORNIA ST/DRUMM ST,San Francisco,94111.0,B01,13.0,1113.0,3,3,3,True,Potentially Life-Threatening,1,ENGINE,2.0,1.0,3.0,Financial District/South Beach,141742822-E13,POINT (-122.39639 37.793663),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
20510085,E23,2015140,Structure Fire / Smoke in Building,02/20/2002,02/19/2002,02/20/2002 07:42:08 AM,02/20/2002 07:43:50 AM,02/20/2002 07:43:59 AM,02/20/2002 07:46:16 AM,,,,Other,02/20/2002 07:49:15 AM,ANZA ST/43RD AVE,SF,94121.0,B07,34,7267,3,3,3,True,,1,ENGINE,5.0,7.0,1.0,Outer Richmond,020510085-E23,POINT (-122.50388 37.777287),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,29.0
193014265,E21,19130351,Other,10/28/2019,10/28/2019,10/28/2019 11:00:46 PM,10/28/2019 11:00:46 PM,10/28/2019 11:16:54 PM,10/28/2019 11:31:51 PM,10/28/2019 11:46:06 PM,,,Fire,10/29/2019 01:53:57 AM,LAWTON ST/11TH AVE,San Francisco,94122.0,B08,22,7335,A,3,3,False,Alarm,1,ENGINE,2.0,8.0,7.0,Inner Sunset,193014265-E21,POINT (-122.46806 37.75835),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14.0
53520308,T10,5095576,Alarms,12/18/2005,12/18/2005,12/18/2005 12:36:49 PM,12/18/2005 12:38:43 PM,12/18/2005 12:39:19 PM,12/18/2005 12:41:40 PM,12/18/2005 12:45:31 PM,,,Other,12/18/2005 12:56:31 PM,GEARY BLVD/DIVISADERO ST,SF,94115.0,B05,10,4154.0,3,3,3,False,,1,TRUCK,2.0,5.0,5.0,Japantown,053520308-T10,POINT (-122.43948 37.78331),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,15.0
141190133,AM26,14040110,Medical Incident,04/29/2014,04/29/2014,04/29/2014 10:10:00 AM,04/29/2014 10:11:41 AM,04/29/2014 10:11:57 AM,04/29/2014 10:14:03 AM,04/29/2014 10:17:32 AM,,,SFPD,04/29/2014 10:25:10 AM,TRENTON ST/JACKSON ST,,94133.0,B01,2.0,136.0,2,2,2,False,Non Life-threatening,1,PRIVATE,1.0,1.0,3.0,Chinatown,141190133-AM26,POINT (-122.40907 37.79572),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,6.0
181873556,B02,18079620,Alarms,07/06/2018,07/06/2018,07/06/2018 07:53:09 PM,07/06/2018 07:54:49 PM,07/06/2018 07:54:55 PM,07/06/2018 07:56:08 PM,,,,Fire,07/06/2018 08:09:47 PM,ELLIS ST/JONES ST,San Francisco,94102.0,B03,3.0,1461.0,3,3,3,False,Alarm,1,CHIEF,3.0,2.0,6.0,Tenderloin,181873556-B02,POINT (-122.41278 37.784866),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
223231713,E05,22149939,Medical Incident,11/19/2022,11/19/2022,11/19/2022 01:43:54 PM,11/19/2022 01:45:57 PM,11/19/2022 01:46:51 PM,11/19/2022 01:47:44 PM,,,,Code 2 Transport,11/19/2022 02:10:58 PM,FILLMORE ST/GOLDEN GATE AVE,San Francisco,94115.0,B05,5,3534,2,3,3,True,Potentially Life-Threatening,1,ENGINE,2.0,5.0,5.0,Western Addition,223231713-E05,POINT (-122.43195 37.779564),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39.0
212792222,67,21121400,Medical Incident,10/06/2021,10/06/2021,10/06/2021 02:59:20 PM,10/06/2021 02:59:43 PM,10/06/2021 03:00:12 PM,10/06/2021 03:00:16 PM,10/06/2021 03:14:13 PM,10/06/2021 03:37:55 PM,10/06/2021 03:51:41 PM,Code 3 Transport,10/06/2021 04:31:47 PM,CALL BOX: JOHN MUIR DR/SKYLINE BL,San Francisco,94132.0,B08,19,8714,E,E,3,True,Potentially Life-Threatening,1,MEDIC,5.0,8.0,7.0,Lakeshore,212792222-67,POINT (-122.503066462 37.725044346),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,16.0
140920299,E07,14031007,Medical Incident,04/02/2014,04/02/2014,04/02/2014 05:01:21 PM,04/02/2014 05:04:12 PM,04/02/2014 05:05:01 PM,04/02/2014 05:06:21 PM,04/02/2014 05:09:23 PM,,,No Merit,04/02/2014 05:13:47 PM,16TH ST/WIESE ST,SAN FRANCISCO,94103.0,B02,7.0,5236,3,3,3,True,Potentially Life-Threatening,1,ENGINE,2.0,2.0,9.0,Mission,140920299-E07,POINT (-122.42048 37.765003),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
60960294,M03,6026694,Medical Incident,04/06/2006,04/06/2006,04/06/2006 02:47:54 PM,04/06/2006 02:50:28 PM,04/06/2006 02:50:59 PM,04/06/2006 02:51:48 PM,04/06/2006 02:55:36 PM,04/06/2006 03:07:17 PM,04/06/2006 03:11:30 PM,Code 2 Transport,04/06/2006 03:37:49 PM,LEAVENWORTH ST/TURK ST,SF,94102.0,B02,1,1546,3,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,060960294-M03,POINT (-122.414055 37.782795),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
90080275,T15,9002394,Structure Fire / Smoke in Building,01/08/2009,01/08/2009,01/08/2009 05:32:18 PM,01/08/2009 05:32:39 PM,01/08/2009 05:32:50 PM,01/08/2009 05:35:07 PM,,,,Other,01/08/2009 05:37:42 PM,BROOKDALE AVE/SANTOS ST,SF,94134.0,B09,43,6243,3,3,3,False,,1,TRUCK,7.0,9.0,10.0,Visitacion Valley,090080275-T15,POINT (-122.41876 37.711933),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,40.0
32430230,E15,3069515,Medical Incident,08/31/2003,08/31/2003,08/31/2003 03:22:59 PM,08/31/2003 03:24:37 PM,08/31/2003 03:24:49 PM,08/31/2003 03:25:04 PM,08/31/2003 03:28:21 PM,,,Other,08/31/2003 03:41:01 PM,WILDWOOD WAY/PLYMOUTH AVE,SF,94112.0,B09,15,8515,3,3,3,False,,1,ENGINE,2.0,9.0,7.0,West of Twin Peaks,032430230-E15,POINT (-122.456535 37.72759),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,41.0
120260356,55,12008864,Medical Incident,01/26/2012,01/26/2012,01/26/2012 09:57:59 PM,01/26/2012 09:59:35 PM,01/26/2012 10:00:37 PM,01/26/2012 10:00:49 PM,01/26/2012 10:08:53 PM,01/26/2012 10:29:56 PM,01/26/2012 10:48:58 PM,Code 2 Transport,01/26/2012 11:06:24 PM,MORSE ST/LOWELL ST,SF,94112.0,B09,33,6216,1,1,2,True,Non Life-threatening,1,MEDIC,1.0,9.0,11.0,Excelsior,120260356-55,POINT (-122.44617 37.71104),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,7.0
240121193,AM112,24005754,Medical Incident,01/12/2024,01/12/2024,01/12/2024 10:53:27 AM,01/12/2024 10:55:27 AM,01/12/2024 10:55:53 AM,01/12/2024 10:56:39 AM,01/12/2024 11:02:48 AM,01/12/2024 11:30:15 AM,01/12/2024 11:54:34 AM,Code 2 Transport,01/12/2024 12:57:07 PM,TAYLOR ST/EDDY ST,San Francisco,94102.0,B03,3,1453,3,3,3,False,Potentially Life-Threatening,1,PRIVATE,2.0,3.0,6.0,Tenderloin,240121193-AM112,POINT (-122.41095 37.78414),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
232261860,56,23108214,Medical Incident,08/14/2023,08/14/2023,08/14/2023 02:50:24 PM,08/14/2023 02:51:16 PM,08/14/2023 02:51:22 PM,08/14/2023 02:51:25 PM,08/14/2023 02:58:39 PM,08/14/2023 03:23:31 PM,08/14/2023 03:45:41 PM,Code 2 Transport,08/14/2023 05:46:59 PM,ANZA ST/06TH AVE,San Francisco,94118.0,B07,31.0,7124.0,3,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,7.0,1.0,Inner Richmond,232261860-56,POINT (-122.46414 37.77909),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,11.0
102290237,72,10072100,Medical Incident,08/17/2010,08/17/2010,08/17/2010 03:44:52 PM,08/17/2010 03:46:32 PM,08/17/2010 03:46:50 PM,08/17/2010 03:47:23 PM,08/17/2010 03:59:20 PM,08/17/2010 04:07:10 PM,08/17/2010 04:24:25 PM,Code 2 Transport,08/17/2010 04:54:11 PM,PIERCE ST/HAIGHT ST,SF,94117.0,B05,6.0,3636,3,3,3,True,,1,MEDIC,2.0,5.0,5.0,Haight Ashbury,102290237-72,POINT (-122.43373 37.771687),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,3.0
41650217,M29,4046324,Medical Incident,06/13/2004,06/13/2004,06/13/2004 02:10:46 PM,06/13/2004 02:11:22 PM,06/13/2004 02:11:34 PM,06/13/2004 02:13:02 PM,06/13/2004 02:15:23 PM,,,Other,06/13/2004 02:24:41 PM,19TH ST/MISSISSIPPI ST,SF,94107.0,B10,37,2474,E,E,3,True,,1,MEDIC,3.0,10.0,10.0,Potrero Hill,041650217-M29,POINT (-122.39447 37.761417),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,26.0
121790205,E01,12059623,Medical Incident,06/27/2012,06/27/2012,06/27/2012 01:20:00 PM,06/27/2012 01:21:08 PM,06/27/2012 01:22:14 PM,06/27/2012 01:23:41 PM,06/27/2012 01:27:09 PM,,,Other,06/27/2012 01:29:36 PM,TAYLOR ST/EDDY ST,SF,94102.0,B03,1,1453,2,2,2,True,Potentially Life-Threatening,1,ENGINE,2.0,3.0,6.0,Tenderloin,121790205-E01,POINT (-122.41095 37.78414),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
71040267,B10,7030019,Odor (Strange / Unknown),04/14/2007,04/14/2007,04/14/2007 05:17:28 PM,04/14/2007 05:19:02 PM,04/14/2007 05:20:36 PM,04/14/2007 05:23:48 PM,04/14/2007 05:27:48 PM,,,Other,04/14/2007 05:32:02 PM,INGALLS ST/HARBOR RD,SF,94124.0,B10,17,6624,3,3,3,False,,1,CHIEF,3.0,10.0,10.0,Bayview Hunters Point,071040267-B10,POINT (-122.37993 37.73338),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
241591737,M579,24078676,Medical Incident,06/07/2024,06/07/2024,06/07/2024 02:35:29 PM,06/07/2024 02:35:29 PM,06/07/2024 02:36:37 PM,06/07/2024 02:37:43 PM,06/07/2024 02:51:56 PM,,,Other,06/07/2024 03:52:18 PM,BAY SHORE BLVD/SILVER AVE,San Francisco,94134.0,B10,44,6542,B,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,10.0,9.0,Portola,241591737-M579,POINT (-122.404657097 37.732948783),06/08/2024 03:27:21 AM,06/15/2024 04:11:22 AM,25.0
